agency,committee_url,name,status,url_from,url_to
Department of Commerce,http://www.ita.doc.gov/itac,Industry Trade Advisory Committee on Consumer Goods,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmMAAQ
Department of Commerce,http://www.trade.gov/itac,"Industry Trade Advisory Committee on Chemicals, Pharmaceuticals, Health Science Products and Services",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmoAAA
Department of Commerce,http://www.trade.gov/itac,Industry Trade Advisory Committee on Aerospace Equipment,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmpAAA
Department of Commerce,https://www.nauticalcharts.noaa.gov/hsrp/hsrp.htm,Hydrographic Services Review Panel,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzoHAAQ
Department of Commerce,http://www.trade.gov/itac,"Industry Trade Advisory Committee on Building Materials, Construction, and Nonferrous Metals",Merged,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzn0AAA
Department of Commerce,http://www.trade.gov/itac,Industry Trade Advisory Committee on Automotive Equipment and Capital Goods,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznaAAA
Department of Commerce,https://www.fisheries.noaa.gov/topic/partners#marine-fisheries-advisory-committee,Marine Fisheries Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmgAAA
Department of Commerce,http://tac.bis.doc.gov/,Emerging Technology Technical Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznFAAQ
Department of Commerce,http://www.trade.gov/itac,Committee of Chairs of the Industry Trade Advisory Committees,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmzAAA
Department of Commerce,https://www.ntia.doc.gov/category/digital-economy-board-advisors,Digital Economy Board of Advisors,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznbAAA
Department of Commerce,http://trade.gov/tfac,Department of Commerce Trade Finance Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzlvAAA
Department of Commerce,https://www.nist.gov/cybercommission,Commission on Enhancing National Cybersecurity,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmxAAA
Department of Commerce,https://www.export.gov/ettac,Environmental Technologies Trade Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmuAAA
Department of Commerce,http://www.ntia.doc.gov/advisory/spectrum/,Commerce Spectrum Management Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzjmAAA
Department of Commerce,mailto:jpelter@doc.gov,Commerce Data Advisory Council,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmkAAA
Department of Commerce,mailto:kwhite2@doc.gov,American Workforce Policy Advisory Board,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzo3AAA
Department of Commerce,mailto:steve.presing@trade.gov,Advisory Council on Trade Enforcement and Compliance,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzl5AAA
Department of Commerce,http://trade.gov/mas/ian/nuclear/tg_ian_003233.asp,Civil Nuclear Trade Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznHAAQ
Department of Commerce,http://www.census.gov/about/cac/sac.html,Bureau of the Census Scientific Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmjAAA
Department of Commerce,http://www.bea.gov/about/advisory.htm,Bureau of Economic Analysis Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzn9AAA
Department of Commerce,http://www.census.gov/about/cac/nac.html,"Census Bureau National Advisory Committee on Racial, Ethnic, Other Populations",Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmsAAA
Department of Commerce,https://www.nist.gov/baldrige/how-baldrige-works/baldrige-community/board-overseers,Board of Overseers of the Malcolm Baldrige National Quality Award,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmHAAQ
Department of Commerce,mailto:bmcguire-rivera@ntia.doc.gov,Advisory Council on Children's Educational Television,Administratively Inactive,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzjYAAQ
Department of Agriculture,mailto:sglasser%2Fwo@fs.fed.us,Water Rights Task Force,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h5PSAAY
Department of Commerce,https://www.trade.gov/td/services/oscpb/supplychain/acscc/,Advisory Committee on Supply Chain Competitiveness,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzngAAA
Department of Agriculture,mailto:sandy.facinoli2@usda.gov,USDA Technology and eGovernment Customer Advisory Council,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3DoAAI
Department of Commerce,http://www.nesdis.noaa.gov/CRSRA/accresHome.html,Advisory Committee on Commercial Remote Sensing,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gznrAAA
Department of Agriculture,mailto:sterry@fs.fed.us,Yakima Provincial Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1NbAAI
Department of Agriculture,http://n.a.,White Mountain Resource Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1hFAAQ
Department of Commerce,http://nehrp.gov/committees/index.htm,Advisory Committee on Earthquake Hazards Reduction,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzmwAAA
Department of Agriculture,http://www.fs.usda.gov/detail/tongass/home/?cid=stelprdb5444388,Tongass Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h0MqAAI
Department of Agriculture,http://www.roadless.fs.fed.us,Roadless Area Conservation National Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2OJAAY
Department of Agriculture,mailto:dmoslak@wdc.fsa.usda.gov,Risk Management Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4RBAAY
Department of Agriculture,http://www.fs.fed.us/r6/colville/rac,Resource Advisory Committees for the States of Oregon and Washington,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2xEAAQ
Department of Agriculture,mailto:abrunelle@fs.fed.us,Resource Advisory Committees for the State of Idaho,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2jeAAA
Department of Agriculture,mailto:hforsgren@fs.fed.us,Resource Advisory Committees for the Southwestern Region,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2xBAAQ
Department of Agriculture,http://www.fsa.usda.gov/tobcom,President's Commission on Improving Economic Opportunity in Communities Dependent on Tobacco Production While Protecting Public Health,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4OUAAY
Department of Agriculture,mailto:dwolfe@fs.fed.us,Resource Advisory Committees for the Southern Region,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2sPAAQ
Department of Agriculture,http://wwwnotes.fs.fed.us:81/r4/payments_to_states.nsf,Resource Advisory Committees for the Pacific Southwest Region,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2jlAAA
Department of Agriculture,mailto:jingersoll@fs.fed.us,Resource Advisory Committees for the Alaska Region,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2wwAAA
Department of Agriculture,http://N/A,"Research, Education, and Economics Task Force",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3DnAAI
Department of Agriculture,http://www.fs.fed.us/r6/passespermits/rrac.shtml,Recreation Resource Advisory Committees,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1xfAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvvAAC,Pennington Resource Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h0aRAAQ
Department of Agriculture,http://www.fsa.usda.gov/drought,National Drought Policy Commission,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4TIAAY
Department of Agriculture,http://www.fs.usda.gov/main/r6/recreation/racs,Pacific Northwest Region Recreation Resource Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h01jAAA
Department of Agriculture,mailto:kce@ars.usda.gov,National Nutrition Monitoring Advisory Council,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4BOAAY
Department of Agriculture,http://www.fs.usda.gov/siuslaw,Oregon Coast Provincial Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1JQAAY
Department of Agriculture,mailto:gkell.r9_allegheny@fs.fed.us,Northern Allegheny National Wild and Scenic River Advisory Council,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3xMAAQ
Department of Agriculture,mailto:jennifer.yezak2@usda.gov,National Commission on Small Farms,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4v2AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcw1AAC,Lawrence Resource Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h0aTAAQ
Department of Agriculture,http://www.reo.gov/iac,Intergovernmental Advisory Committee to the Regional Interagency Executive Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2xAAAQ
Department of Agriculture,mailto:wbowman@fs.fed.us,Michigan and Wisconsin Scenic Rivers Study Committees,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1roAAA
Department of Agriculture,mailto:agaffrey@fs.fed.us,Giant Sequoia National Monument Scientific Advisory Board,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3x0AAA
Department of Agriculture,mailto:mwalsh@oce.usda.gov,Federal Advisory Committee for the Expert Review of Synthesis and Assessment Product 4.3,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2ORAAY
Department of Agriculture,mailto:william.coats@usda.gov,Flue-Cured Tobacco Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3B9AAI
Department of Agriculture,mailto:carl.lucero@osec.usda.gov,Environmental Services Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1hsAAA
Department of Agriculture,http://www.fs.usda.gov/main/okawen/workingtogether/advisorycommittees,Eastern Washington Cascades Provincial Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h02PAAQ
Department of Agriculture,https://www.fs.usda.gov/main/deschutes/workingtogether/advisorycommittees,Deschutes Provincial Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h03DAAQ
Department of Agriculture,http://www.fsa.usda.gov/diac,Dairy Industry Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1ddAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvVAAS,Custer County Resource Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h0bfAAA
Department of Agriculture,mailto:skozel@fs.fed.us,Crook County Resource Advisory Committee for the Rocky Mountain Region,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2jnAAA
Department of Agriculture,http://www.agcommission.org,Commission on 21st Century Production Agriculture,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4QIAAY
Department of Agriculture,http://www.cof.orst.edu/org/scicomm,"Committee of Scientists, Forest Service",Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4v9AAA
Department of Agriculture,mailto:jlevi%2Fwo@fs.fed.us,Committee of State Foresters,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4ywAAA
Department of Agriculture,mailto:jonathan.stephens%2Fwo@fs.fed.us,California Spotted Owl Federal Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h4xuAAA
Department of Agriculture,mailto:william.coats@usda.gov,Burley Tobacco Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2xVAAQ
Department of Agriculture,mailto:lstarr@fs.fed.us,Blue Mountains Natural Resources Institute Advisory Board,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3V4AAI
Department of Agriculture,http://www.ams.usda.gov/AMSv1.0/AdvisoryCommitteeonUniversalStandards,Advisory Committee on Universal Cotton Standards,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h0bPAAQ
Department of Agriculture,mailto:sterry@fs.fed.us,California Coast Provincial Advisory Committee,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h1yYAAQ
Department of Agriculture,mailto:rwetherell@fs.fed.us,Allegheny National Wild and Scenic River Advisory Councils,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2TVAAY
Department of Agriculture,mailto:sterry@fs.fed.us,Advisory Committee to the Provincial Interagency Executive Committees,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2CoAAI
Department of Agriculture,http://countypayments.gov/,Advisory Committee on Forest County Payments,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h2FvAAI
Department of Agriculture,mailto:eescobar@reeusda.gov,Advisory Committee on Small Farms,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h3S3AAI
Department of Agriculture,http://www.usda.gov/wps/portal/usda/usdahome?contentidonly=true&contentid=AC21Main.xml,Advisory Committee on Biotechnology and 21st Century Agriculture,Terminated,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h03dAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcutAAC,Yavapai Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyzAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvkAAC,Yakutat Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsGAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwTAAS,Wenatchee-Okanogan Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsXAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvsAAC,Virginia Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gztQAAQ
Department of Agriculture,https://cloudapps-usda-gov.secure.force.com/FSSRS/RAC_Page?id=001t0000002JcuqAAC,West Virginia Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzEAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwHAAS,Wrangell - Petersburg Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00DAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcunAAC,White Pine-Nye Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwfAAA
Department of Agriculture,https://www.fs.usda.gov/uwcnf/workingtogether,Uinta-Wasatch Cache Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzkfAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvwAAC,Tri-County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyXAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvxAAC,Upper Rio Grande Resource Advisory Committee,Merged,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00RAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvOAAS,Tehama County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00NAAQ
Department of Agriculture,http://www.airquality.nrcs.usda.gov/wps/portal/nrcs/detail/national/air/taskforce/,Task Force on Agricultural Air Quality Research,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzwtAAA
Department of Agriculture,http://www.fs.usda.gov/main/stnf/workingtogether/advisorycommittees,Trinity County Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxkAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwCAAS,Superior Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00CAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_page?id=001t0000002Jcv9AAC,Southwest Montana Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyTAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcuvAAC,Southwest Mississippi Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00FAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcwNAAS,Tuolumne and Mariposa Counties Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001h00cAAA
Department of Agriculture,http://www.idahorac.org and  http://www.fs.usda.gov/main/boise/workingtogether/advisorycommittees,Southwest Idaho Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzykAAA
Department of Agriculture,https://cloudapps-usda-gov.secure.force.com/FSSRS/RAC_Page?id=001t0000002JcwZAAS,Southern New Mexico Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzzrAAA
Department of Agriculture,http://www.fs.usda.gov/detail/custergallatin/workingtogether/?cid=stelprd3841767,Southern Montana Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyZAAQ
Department of Agriculture,https://www.fs.usda.gov/main/r8/recreation/racs,Southern Region Recreation Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzxUAAQ
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvgAAC,Southern Arizona Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzsbAAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002JcvmAAC,Southeast Washington Forest Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzz3AAA
Department of Agriculture,http://cloudapps-usda-gov.force.com/FSSRS/RAC_Page?id=001t0000002Jcv7AAC,South Central Idaho Resource Advisory Committee,Chartered,https://www.facadatabase.gov/FACA/apex/FACAPublicAgencyNavigation,https://www.facadatabase.gov/FACA/apex/FACAPublicCommittee?id=a10t0000001gzyaAAA
